Name5,FoodStoreCat5,LatinName5,HardinessUSDA,EdibilityRating5,MedicinalRating5,OtherUsesRating5
Sticky Currant,Other,Ribes viscosissimum,5-9,2,0,
Downy currant,Other,Ribes warszewiczii,5-9,4,0,
Jostaberry,Fruit,Ribes x culverwellii,5-8,5,0,0
Bristly Locust,Other,Robinia fertilis,6-9,0,0,
Bristly locust. Rose-acacia. or Moss locust,Other,Robinia hispida,4-8,0,1,3
New Mexico locust,Other,Robinia luxurians,4-7,1,0,
New Mexico Locust. Rusby's locust. Locust,Other,Robinia neomexicana,5-9,1,1,
Black Locust. Yellow Locust,Other,Robinia pseudoacacia,6-9,3,2,4
Clammy Locust. Hartweg's locust,Other,Robinia viscosa,5-9,0,0,3
California mistmaiden,Other,Romanzoffia suksdorfii,6-9,1,0,
Great Yellow Cress,Other,Rorippa amphibia,4-9,3,0,
Low Prairie Rose,Other,Rosa arkansana,6-9,2,1,0
Prairie Rose,Other,Rosa arkansana suffulta,4-9,2,1,
Banksia Rose,Other,Rosa banksiae,4-9,2,1,
California Wild Rose,Other,Rosa californica,4-9,2,2,
Dog Rose,Other,Rosa canina,5-9,3,3,4
Pasture Rose. Carolina rose,Other,Rosa carolina,5-9,2,1,
Provence Rose. Cabbage rose,Other,Rosa centifolia,6-10,2,2,
China Rose,Other,Rosa chinensis,4-8,1,2,
Dog rose,Other,Rosa corymbifera,4-10,3,1,0
Amur rose,Other,Rosa davurica,6-11,2,1,
French Rose,Other,Rosa gallica,5-11,2,2,
Wood Rose. Dwarf rose. Gasquet rose,Other,Rosa gymnocarpa,6-9,2,1,
Cherokee Rose,Other,Rosa laevigata,4-8,2,3,
Cinnamon Rose. Double cinnamon rose,Other,Rosa majalis,6-10,2,1,
Smallflower sweetbrier,Other,Rosa micrantha,5-9,2,1,
Musk Rose,Other,Rosa moschata,6-9,2,1,
Japanese Rose. Multiflora rose,Other,Rosa multiflora,6-9,2,2,0
Nootka Rose. Bristly Nootka rose,Other,Rosa nutkana,6-9,3,2,4
Swamp rose,Other,Rosa palustris,6-10,3,2,2
Burnet Rose. Scotch rose,Other,Rosa pimpinellifolia,6-9,2,1,
Cluster Rose. Ahart's cluster rose,Other,Rosa pisocarpa,6-9,2,2,
Sweet Chestnut Rose. Chestnut rose,Nuts,Rosa roxburghii,6-9,2,1,
Sweet Briar. Sweetbriar rose,Other,Rosa rubiginosa,6-9,2,3,
Ramanas Rose. Rugosa rose,Other,Rosa rugosa,5-9,5,2,3
Himalayan Rose,Other,Rosa sericea,6-9,2,1,
Prairie rose. Climbing Wild Rose,Other,Rosa setigera,4-8,3,2,3
Sherard's downy rose,Other,Rosa sherardii,4-8,2,1,
Sweginzow's rose,Other,Rosa sweginzowii,6-9,2,1,
Whitewoolly rose,Other,Rosa tomentosa,3-7,2,1,
Apple Rose,Other,Rosa villosa,4-8,4,1,1
Virginia Rose,Other,Rosa virginiana,5-9,2,1,
Memorial Rosa,Other,Rosa wichuraiana,2-7,2,1,
Western Wild Rose. Woods' rose. Tehachapi rose,Other,Rosa woodsii,5-9,2,2,
Damask Rose,Other,Rosa x damascena,3-7,2,1,
Tea Rose,Other,Rosa x odorata,2-6,2,1,
Rosemary,Herbs,Rosmarinus officinalis,4-7,2,3,4
Indian Madder,Other,Rubia cordifolia,4-7,2,3,
Wild Madder,Other,Rubia peregrina,4-7,0,1,
Madder. Dyer's madder,Other,Rubia tinctorum,3-7,0,2,
Alleghany Blackberry. Graves' blackberry,Fruit,Rubus allegheniensis,4-7,3,2,1
Arctic Bramble. Arctic raspberry. Dwarf raspberry,Fruit,Rubus arcticus,6-7,5,0,1
Kittatinny Blackberry,Fruit,Rubus bellobatus,6-7,2,0,
Dewberry. European dewberry,Fruit,Rubus caesius,6-9,2,0,
American Dewberry. Smooth blackberry,Fruit,Rubus canadensis,5-9,4,1,1
Fingerberry. Brombeere. Jute-leaved raspberry.,Fruit,Rubus corchorifolius,5-9,3,0,1
Korean Bramble,Other,Rubus coreanus,5-9,1,2,
Korean raspberry,Fruit,Rubus crataegifolius,4-7,4,0,1
Sand Blackberry,Fruit,Rubus cuneifolius,4-8,3,0,1
Rocky Mountain Raspberry. Delicious raspberry,Fruit,Rubus deliciosus,4-8,2,0,
Northern Dewberry,Fruit,Rubus flagellaris,4-8,3,1,1
Yankee Blackberry,Fruit,Rubus frondosus,5-9,2,1,
Blackberry. Shrubby blackberry,Fruit,Rubus fruticosus,5-9,5,3,2
Swamp Dewberry. Bristly dewberry,Fruit,Rubus hispidus,5-9,2,2,
Raspberry. American red raspberry. Grayleaf red raspberry,Fruit,Rubus idaeus,3-7,5,3,3
Strawberry-Raspberry,Fruit,Rubus illecebrosus,4-8,3,0,3
Oregon Cut-Leaf Blackberry. Cutleaf blackberry,Fruit,Rubus laciniatus,3-10,5,0,1
Plains blackberry,Fruit,Rubus laudatus,6-9,2,0,
Link's blackberry,Fruit,Rubus linkianus,6-9,1,0,
Black Raspberry,Fruit,Rubus occidentalis,2-7,4,2,1
Thimbleberry. Purpleflowering raspberry,Fruit,Rubus odoratus,4-7,3,2,3
Thimbleberry,Fruit,Rubus parviflorus,3-9,3,3,3
Japanese Wineberry. Wine raspberry,Fruit,Rubus phoenicolasius,1-6,5,0,1
Himalayan Giant Blackberry,Fruit,Rubus procerus,5-8,5,0,1
Stone Bramble,Other,Rubus saxatilis,1-7,2,1,
Hybrid Berries,Other,Rubus species,6-9,2,0,
Salmonberry,Fruit,Rubus spectabilis,6-9,3,2,3
American Red Raspberry. Grayleaf red raspberry,Fruit,Rubus strigosus,3-7,3,3,1
Creeping Bramble,Other,Rubus tricolor,6-8,3,0,3
Southern Dewberry,Fruit,Rubus trivialis,5-8,4,1,1
Elm-Leaved Bramble. Elmleaf blackberry,Fruit,Rubus ulmifolius,4-7,2,0,
Pacific Dewberry. California blackberry,Fruit,Rubus ursinus,6-9,3,2,1
Black Eyed Susan. Coneflower. Gloriosa Daisy. Marguerite Jaune,Other,Rudbeckia hirta,6-9,0,1,0
Cone Flower. Cutleaf coneflower. Green Headed Coneflower,Other,Rudbeckia laciniata,5-8,1,1,
Sorrel. Garden sorrel,Other,Rumex acetosa,4-7,5,3,4
Sheeps Sorrel. Common sheep sorrel,Other,Rumex acetosella,6-9,4,3,1
Alpine Dock. Munk's rhubarb,Other,Rumex alpinus,6-9,4,2,1
Curled Dock. Curly dock,Other,Rumex crispus,6-8,2,3,2
Great Water Dock,Other,Rumex hydrolapathum,4-8,1,1,
Round-Leaved Dock. Bitter dock,Other,Rumex obtusifolius,2-7,1,2,3
Herb Patience,Herbs,Rumex patientia,3-7,3,1,0
Red-Veined Dock. Redvein dock. Sorrel. Bloody Dock,Other,Rumex sanguineus,5-9,2,1,
Buckler-Leaved Sorrel. French sorrel,Other,Rumex scutatus,4-7,4,1,2
Sour Greens. Veiny dock,Other,Rumex venosus,4-8,1,2,
Butcher's Broom - Knee Holly,Other,Ruscus aculeatus,3-7,1,3,
Rue. Common rue. Herb of Grace. Garden Rue,Herbs,Ruta graveolens,5-9,1,3,
Mountain Rue,Other,Ruta montana,5-8,1,0,
Bitter Bloom. Rosepink,Other,Sabatia angularis,3-11,1,1,
Wapato. arumleaf arrowhead,Other,Sagittaria cuneata,3-7,4,1,
Chinese Arrowhead. Grassy Arrowhead. Weatherby's arrowhead,Herbs,Sagittaria graminea,4-7,1,0,0
Duck Potato. Broadleaf Arrowhead,Other,Sagittaria latifolia,3-7,5,1,0
Sessile-Fruited Arrowhead,Fruit,Sagittaria rigida,3-7,3,0,
Arrow Head. Hawaii arrowhead,Other,Sagittaria sagittifolia,6-8,5,1,0
Sharp-Leaf Willow,Other,Salix acutifolia,6-9,1,2,3
Feltleaf Wiillow,Other,Salix alaxensis,6-9,1,2,2
White Willow,Other,Salix alba,5-8,1,3,4
Peach Leaved Willow,Other,Salix amygdaloides,5-7,0,2,3
Eared Sallow,Other,Salix aurita,6-9,0,2,3
Weeping Willow. Babylon Weeping Willow,Other,Salix babylonica,6-9,1,3,4
Beak Willow. Bebb Willow,Other,Salix bebbiana,5-9,0,2,4
shortfruit willow,Fruit,Salix brachycarpa,5-9,1,2,3
Goat Willow. Kilmarnock Willow. Pink Pussy Willow. Pussy Willow,Other,Salix caprea,5-9,1,2,4
Japanese Pussy Willow,Other,Salix chaenomeloides,3-12,1,2,3
Grey Willow. Large gray willow,Other,Salix cinerea,5-9,0,3,3
undergreen willow,Other,Salix commutata,5-9,1,2,3
Violet Willow. Daphne willow,Other,Salix daphnoides,5-9,1,2,3
Missouri Willow. Missouri River willow,Other,Salix eriocephala,4-9,0,2,3
River Willow,Other,Salix fluviatilis,6-9,0,2,3
Crack Willow,Other,Salix fragilis,6-9,1,3,3
Rosegold Pussy Willow,Other,Salix gracilistyla,4-9,1,2,3
Halberd-Leaved Willow. Halberd willow,Other,Salix hastata,6-9,1,2,3
Dune Willow,Other,Salix hookeriana,6-9,1,2,3
Hybrid willows,Other,Salix hybrids,6-9,3,3,5
kori-yanagi,Other,Salix koriyanagi,6-9,0,2,3
Arroyo willow. Bigelow's willow,Other,Salix lasiolepis,6-9,0,2,3
Corkscrew willow. Hankow Willow. Peking Willow. Corkscrew Willow,Other,Salix matsudana,5-9,1,2,3
Black Willow,Other,Salix nigra,5-9,1,3,4
Purple Osier. purpleosier willow,Other,Salix purpurea,4-8,1,3,4
Purple Osier,Other,Salix purpurea lambertiana,3-9,1,3,4
Creeping Willow,Other,Salix repens,6-9,1,2,3
Scouler's Willow,Other,Salix scouleriana,6-9,0,2,0
Sitka Willow,Other,Salix sitchensis,6-9,1,2,4
Almond-Leaved Willow. Almond willow,Other,Salix triandra,6-9,1,2,3
Osier. Basket Willow,Other,Salix viminalis,5-9,1,2,3
Salix x mollisima var. undulata,Other,Salix x mollisima undulata,3-9,1,2,3
Green-leaved willow. Red osier,Other,Salix x rubra,4-8,1,2,3
Silky-leaved Osier. Smith Willow,Other,Salix x smithiana,5-9,1,2,3
Purple Sage,Other,Salvia carnosa,5-9,1,2,
Chia. Ziegler's sage,Other,Salvia columbariae,5-9,3,2,
Jupiter's Distaff. Sticky Sage,Other,Salvia glutinosa,3-7,1,0,
Spanish Sage,Other,Salvia lavandulifolia,4-8,2,3,
Cancer Weed. Lyreleaf Sage,Other,Salvia lyrata,4-8,0,2,0
Dan Shen,Other,Salvia multiorrhiza,4-8,0,3,
Sage. Kitchen sage. Small Leaf Sage. Garden Sage,Other,Salvia officinalis,4-8,4,5,5
Meadow Clary. Introduced sage,Other,Salvia pratensis,4-8,1,0,0
Clary. Europe sage. Clary Sage,Other,Salvia sclarea,4-8,2,2,0
Balkan Clary. Woodland sage,Other,Salvia sylvestris,3-7,1,0,
Balsamic Sage,Other,Salvia tomentosa,3-7,1,0,
Wild Clary,Other,Salvia verbenaca,6-9,2,2,
Blue Elder,Other,Sambucus caerulea,4-8,4,2,3
Dwarf Elder. Dwarf elderberry,Fruit,Sambucus ebulus,4-8,1,2,
Black Elder. Rocky Mountain elder,Other,Sambucus melanocarpa,4-8,2,2,
Mexican Elder,Other,Sambucus mexicana,4-8,2,1,0
Red Elder,Other,Sambucus microbotrys,4-8,1,0,
Elderberry - European Elder. Black elderberry. American black elderberry. Blue elderberry. Europea,Fruit,Sambucus nigra,4-7,4,3,5
American Elder,Other,Sambucus nigra spp canadensis,4-8,4,3,3
American Red Elder,Other,Sambucus pubens,4-8,3,1,1
Red Elder. Red elderberry. Rocky Mountain elder. European Red Elderberry,Fruit,Sambucus racemosa,4-10,3,2,2
Red Elder,Other,Sambucus racemosa kamtschatica,4-8,3,2,2
Red Coast Elder,Other,Sambucus racemosa var. racemosa,6-9,3,2,2
Brookweed. Seaside brookweed,Other,Samolus valerandi,6-9,2,1,
Blood Root. Red Puccoon. Bloodroot,Other,Sanguinaria canadensis,4-8,0,3,
American Great Burnet. Canadian burnet,Other,Sanguisorba canadensis,5-9,1,0,
Salad Burnet. Small burnet,Other,Sanguisorba minor,4-8,4,2,3
Japanese burnet,Other,Sanguisorba obtusa,4-8,1,0,
Great Burnet,Other,Sanguisorba officinalis,3-7,2,3,2
Wood Sanicle,Other,Sanicula europaea,4-8,1,2,
Cotton Lavender,Other,Santolina chamaecyparissus,6-9,2,2,
Holy Flax,Other,Santolina rosmarinifolia,3-6,0,0,0
Tumbling Ted. Rock Soapwort. Rock soapwort,Other,Saponaria ocymoides,4-9,0,0,
Soapwort. Bouncingbet,Other,Saponaria officinalis,4-8,0,3,0
Greasewood,Other,Sarcobatus vermiculatus,4-8,2,1,0
Yellow Trumpet. Yellow pitcherplant. Huntsman's Horn. Yellow Trumpet. Trumpets. Yellow Pitcher Plan,Other,Sarracenia flava,4-6,0,1,
Pitcher Plant. Purple Pitcherplant. Huntsman's Cup. Purple Pitcher Plant. Sweet Pitcher Plant. Com,Other,Sarracenia purpurea,2-10,0,2,0
Chishima Zasa,Other,Sasa kurilensis,6-9,4,1,3
Miyako-Zasa,Other,Sasa nipponica,3-11,4,0,
Azuma-Zasa,Other,Sasaella ramosa,4-8,0,0,
Sassafras. Common Sassafras,Other,Sassafras albidum,3-9,5,3,3
Summer Savory,Other,Satureja hortensis,3-7,3,2,3
Winter Savory,Other,Satureja montana,3-9,4,3,4
Creeping Savory,Other,Satureja spicigera,2-9,3,2,3
Thyme-Leaved Savory,Other,Satureja thymbra,2-10,2,2,3
Swamp Lily. Lizard's Tail,Other,Saururus cernuus,4-8,0,1,0
Costus,Other,Saussurea costus,3-9,2,3,
Saxifrage,Other,Saxifraga fortunei,4-8,1,0,
Strawberry Saxifrage. Creeping Saxifrage. Strawberry Geranium. Strawberry Begonia,Fruit,Saxifraga stolonifera,4-8,2,2,2
Pigeon's Scabious. Dove pincushions. Pincushion Flower,Other,Scabiosa columbaria,4-9,1,0,
Magnolia Vine. Wu Wei Zi,Other,Schisandra chinensis,4-9,4,5,2
Japanese Hydrangea Vine,Other,Schizophragma hydrangeoides,3-12,1,0,
Totora,Other,Schoenoplectus californicus tatora,4-8,2,0,4
Umbrella Pine. Japanese Umbrella Pine,Other,Sciadopitys verticillata,5-9,0,0,
Woolly Grass Bulrush. Woolgrass,Other,Scirpus cyperinus,4-8,1,0,
Bulrush,Other,Scirpus lacustris,4-8,3,1,
Seaside Bulrush. Cosmopolitan Bulrush,Other,Scirpus maritimus,2-6,3,1,
River Club-Rush,Other,Scirpus validus,6-9,2,1,
Soft-Stem Bulrush,Other,Scirpus validus creber,5-9,2,1,
common goldenthistle,Other,Scolymus grandiflorus,3-7,1,0,
Spanish Salsify. Common Goldenthistle,Other,Scolymus hispanicus,5-10,3,0,0
Spotted Golden Thistle,Other,Scolymus maculatus,3-7,2,0,
Scopolia. European scopolia,Other,Scopolia carniolica,3-7,0,2,
Scorzonera,Vegetables,Scorzonera hispanica,4-8,4,0,1
Carpenter's Square,Other,Scrophularia marilandica,4-8,0,2,
Knotted Figwort. Woodland figwort,Other,Scrophularia nodosa,4-8,1,3,
Water Betony. Water figwort,Other,Scrophularia umbrosa,3-7,1,3,
Baikal Skullcap - Huang-Qin,Other,Scutellaria baicalensis,6-9,1,3,
Common Skullcap. Marsh skullcap,Other,Scutellaria galericulata,4-8,0,3,
Virginian Skullcap. Blue skullcap,Other,Scutellaria lateriflora,3-7,0,3,2
Rye. Cereal rye,Other,Secale cereale,4-8,4,1,3
Rye,Other,Secale cereale ancestrale,3-7,2,0,0
Perennial cereal rye,Other,Secale hybrids,4-8,5,1,4
Mountain Rye,Other,Secale strictum,5-9,5,0,
Common Stonecrop. Goldmoss stonecrop. Gold Moss Sedum,Other,Sedum acre,4-8,1,2,
Sedum,Other,Sedum aizoon,5-9,1,1,
Small Houseleek. White stonecrop. Sedum. Stonecrop,Other,Sedum album,4-8,1,1,3
Loce Restorer,Other,Sedum anacampseros,4-8,1,0,
Garden Stonecrop,Other,Sedum arboroseum,5-10,1,2,
Pacific Stonecrop,Other,Sedum divergens,4-8,1,1,
Stonecrop,Other,Sedum forsterianum,4-8,1,0,
Orange stonecrop. Kamschataka Sedum. Kamschataka Stonecrop,Other,Sedum kamtschaticum,6-9,1,2,
Spearleaf Stonecrop. Subalpine stonecrop,Other,Sedum lanceolatum,4-8,1,1,
Needle stonecrop,Other,Sedum lineare,3-7,1,1,
Oregon stonecrop,Other,Sedum oreganum,4-8,1,0,
Crooked Yellow Stonecrop,Other,Sedum rupestre,3-8,1,0,2
stringy stonecrop,Other,Sedum sarmentosum,3-7,1,1,
Broadleaf Stonecrop. Purdy's stonecrop. Yosemite stonecrop. Stonecrop. Blood Leaf Sedum,Other,Sedum spathulifolium,5-9,1,1,
Ice Plant,Other,Sedum spectabile,5-9,2,1,3
Caucasian Stonecrop,Other,Sedum spurium,5-7,1,0,
Wormleaf Stonecrop,Other,Sedum stenopetalum,3-9,1,1,
Orpine,Other,Sedum telephium,3-7,1,2,
Woodland stonecrop or Wild stonecrop,Other,Sedum ternatum,3-6,2,0,2
Tian Kui,Other,Semiaquilegia adoxoides,6-9,0,2,
Narihiradake. Narihira bamboo,Other,Semiarundinaria fastuosa,4-8,5,0,2
Umbrella Bamboo,Other,Semiarundinaria murielae,5-9,0,0,
Cobweb Houseleek,Other,Sempervivum arachnoideum,5-8,0,2,
Houseleek. Common houseleek. Hen and Chickens,Other,Sempervivum tectorum,4-8,2,3,
Aleutian ragwort,Other,Senecio cannabifolius,3-7,1,2,
Hoary Groundsel. Hoary ragwort,Other,Senecio erucifolius,3-7,0,2,
Ragwort. Stinking willie,Other,Senecio jacobaea,3-7,0,2,0
Mountain Groundsel. Woodland ragwort,Other,Senecio sylvaticus,3-7,0,1,
Sticky Groundsel. Sticky ragwort,Other,Senecio viscosus,3-7,0,1,
Groundsel,Other,Senecio vulgaris,5-9,1,2,3
Wild Senna. Maryland senna,Other,Senna marilandica,5-9,0,3,
Big Tree. Giant sequoia. Giant Redwood. Sierra Redwood,Other,Sequoiadendron giganteum,4-8,0,0,
Saw-Wort. Dyer's plumeless saw-wort,Other,Serratula tinctoria,4-8,1,1,
mooncarrot,Other,Seseli libanotis,5-9,1,1,
Yellow Bristle Grass. Yellow foxtail. Cattail grass,Other,Setaria pumila,5-9,2,0,0
Green Bristle Grass,Other,Setaria viridis,4-9,2,2,0
Buffalo Berry. Silver Buffaloberry.,Fruit,Shepherdia argentea,5-8,3,1,4
Buffalo Berry. Russet buffaloberry. Canada Buffaloberry,Fruit,Shepherdia canadensis,6-9,3,2,3
Bamboo. Okame Zasa,Other,Shibataea kumasasa,5-9,0,0,
Checkerbloom. Dwarf checkerbloom. California checkerbloom. Siskiyou checkerbloom,Other,Sidalcea malviflora,6-9,3,0,
Red Campion. Red catchfly,Other,Silene dioica,4-8,0,0,
White Campion. Bladder campion,Other,Silene latifolia,4-8,0,0,
Bladder Campion. Maidenstears,Other,Silene vulgaris,5-8,2,1,0
Prairie Rosinweed,Other,Silphium integrifolium,5-9,3,1,2
Compass Plant. Robinson's compassplant,Other,Silphium laciniatum,6-7,2,2,
Cup Plant. Rosinweed,Other,Silphium perfoliatum,5-9,0,2,0
Prairie Dockm. Prairie rosinweed. Lucy Braun's rosinweed,Other,Silphium terebinthinaceum,4-8,0,2,
Whorled rosinweed,Other,Silphium trifoliatum,5-9,0,0,2
Milk Thistle. Blessed milkthistle,Other,Silybum marianum,5-7,3,5,2
White Mustard,Other,Sinapis alba,5-9,3,3,
Charlock. Charlock mustard. Wild mustard,Other,Sinapis arvensis,4-8,2,1,
Hedge Mustard,Other,Sisymbrium officinale,4-8,1,2,0
Bermuda Blue-Eyed Grass. Narrowleaf blue-eyed grass,Other,Sisyrinchium angustifolium,4-8,1,1,
Water Parsnip. Wideleaf waterparsnip,Other,Sium latifolium,4-8,1,0,
Skirret. Suikerwortel (Netherlands). Crummock (Scotland). Zuckewurzel (Germany),Other,Sium sisarum,6-8,4,0,
Water Parsnip. Hemlock waterparsnip,Other,Sium suave,6-9,3,1,
Japanese Skimmia,Other,Skimmia japonica,4-8,0,1,
False Spikenard,Other,Smilacina racemosa,3-7,4,2,2
Star-Flowered Lily Of The Valley,Other,Smilacina stellata,4-8,4,2,0
China Root,Other,Smilax china,5-9,4,3,
Cat Greenbrier,Other,Smilax glauca,4-8,2,2,
Carrion Flower. Smooth carrionflower,Other,Smilax herbacea,6-8,4,1,2
Hag Briar,Other,Smilax hispida,5-9,2,2,
Horse Brier. Roundleaf greenbrier. Brambles,Other,Smilax rotundifolia,6-9,3,2,0
Alexanders,Other,Smyrnium olusatrum,6-8,3,1,2
Horse Nettle. Carolina horsenettle,Other,Solanum carolinense,3-6,0,2,0
Bittersweet. Bittersweet Nightshade. Climbing nightshade. Bittersweet. Deadly Nightshade. Poisonous,Other,Solanum dulcamara,4-8,0,3,0
Garden Huckleberry,Fruit,Solanum scabrum,5-9,3,2,
Canadian Goldenrod. Shorthair goldenrod. Harger's goldenrod. Rough Canada goldenrod. Common Goldenro,Other,Solidago canadensis,4-8,2,2,0
Canadian Goldenrod,Other,Solidago canadensis scabra,4-8,2,2,
Zigzag goldenrod,Other,Solidago flexicaulis,5-9,0,0,3
Giant Goldenrod,Other,Solidago gigantea,3-8,0,2,
Flat-Topped Goldenrod,Other,Solidago graminifolia,3-6,1,1,
Prairie Goldenrod. Missouri goldenrod. Tolmie's goldenrod,Other,Solidago missouriensis,3-10,2,1,1
Sweet Goldenrod. Anisescented goldenrod. Chapman's goldenrod,Other,Solidago odora,5-8,2,2,2
Stiff Goldenrod. Flat Topped Goldenrod. Stiff Goldenrod,Other,Solidago rigida,4-7,0,2,
Coast Goldenrod. Creeping Goldenrod,Other,Solidago spathulata,3-9,1,1,
Nevada Goldenrod,Other,Solidago spectabilis,5-6,1,1,
Goldenrod,Other,Solidago virgaurea,5-8,1,3,
Sophora,Other,Sophora davidii,4-8,1,0,
Ku Shen. Shrubby sophora,Other,Sophora flavescens,5-9,0,3,
Japanese Pagoda Tree. Scholar Tree,Other,Sophora japonica,4-8,2,3,2
false spiraea,Other,Sorbaria sorbifolia,4-8,1,0,
Bollwyller Pear,Other,Sorbopyrus auricularis,6-9,3,0,
Korean Mountain Ash,Other,Sorbus alnifolia,5-8,1,0,
American Mountain Ash,Other,Sorbus americana,4-8,1,2,2
Whitebeam. Chess-apple,Other,Sorbus aria,3-9,3,1,4
Mountain Ash. European mountain ash,Other,Sorbus aucuparia,4-8,2,2,3
Devon Whitebeam,Other,Sorbus devoniensis,4-8,3,0,2
Service Tree,Other,Sorbus domestica,5-9,5,0,2
Swedish Service Tree. Oakleaf mountain ash,Other,Sorbus hybrida,4-8,1,0,
Swedish Whitebeam,Other,Sorbus intermedia,4-8,2,0,
French Hales,Other,Sorbus latifolia,4-8,4,0,
Siberian mountain ash,Other,Sorbus sambucifolia,4-8,2,0,
Western Mountain Ash. Greene's mountain ash. Cascade mountain ash,Other,Sorbus scopulina,3-8,2,1,
Sitka Mountain Ash. Western mountain ash,Other,Sorbus sitchensis,5-9,1,1,
Tibetan whitebeam,Other,Sorbus thibetica,4-8,3,0,0
Wild Service Tree. Checkertree,Other,Sorbus torminalis,4-8,4,0,2
Bur Reed. Simplestem bur-reed,Other,Sparganium erectum,5-8,2,1,0
Prairie Cord Grass,Other,Spartina pectinata,5-7,0,0,
Spinach,Vegetables,Spinacia oleracea,5-9,3,2,1
White Meadowsweet,Other,Spiraea alba,5-9,1,1,
Steeplebush. Rose spirea. Menzies' spirea,Other,Spiraea douglasii,3-6,0,1,
Japanese Spiraea. Japanese meadowsweet,Other,Spiraea japonica,4-8,0,0,0
Bridalwreath Spiraea,Other,Spiraea prunifolia,4-8,1,1,
Spirea,Other,Spiraea pyramidata,5-9,1,1,
Bridewort. Willowleaf meadowsweet,Other,Spiraea salicifolia,5-9,1,1,
Thunberg's meadowsweet. Thunberg Spirea,Other,Spiraea thunbergii,4-8,0,0,
Hardhack. Steeplebush,Other,Spiraea tomentosa,4-8,0,2,
Garland Spiraea,Herbs,Spiraea x arguta,4-7,0,0,
Autumn Lady's Tresses,Other,Spiranthes spiralis,4-8,0,1,
Great Duckweed. Common duckmeat,Other,Spirodela polyrrhiza,6-9,1,2,
Sand Dropseed,Other,Sporobolus cryptandrus,5-9,3,0,0
Chinese Artichoke. Artichoke betony,Other,Stachys affinis,6-9,4,1,
California Hedgenettle,Other,Stachys bullata,4-8,0,1,
Downy Woundwort. German hedgenettle,Other,Stachys germanica,5-9,0,2,
hyssopleaf hedgenettle,Other,Stachys hyssopifolia,5-9,2,0,
hyssopleaf hedgenettle,Other,Stachys hyssopifolia ambigua,6-9,1,1,
Wood Betony. Common hedgenettle. Betony. Woundwort,Other,Stachys officinalis,6-9,1,2,2
Marsh Woundwort. Marsh hedgenettle,Other,Stachys palustris,4-8,3,2,1
Hedge Woundwort. Whitespot,Other,Stachys sylvatica,4-8,0,1,
White Prince's Plume,Other,Stanleya albescens,5-9,2,0,
Panamint princesplume,Other,Stanleya elata,5-9,2,0,
Prince's Plume. Desert princesplume. Bipinnate princesplume. Golden princesplume. Inyo princesplume,Other,Stanleya pinnata,4-8,2,2,
Bladdernut,Nuts,Staphylea colchica,4-8,1,1,
Bladder Nut,Nuts,Staphylea pinnata,4-8,3,0,0
American Bladder Nut,Nuts,Staphylea trifolia,4-8,3,1,2
Lesser stitchwort,Other,Stellaria graminea,4-8,3,1,2
tuber starwort,Other,Stellaria jamesiana,4-8,3,0,0
Chickweed. Common chickweed,Other,Stellaria media,4-8,2,3,2
Star chickweed,Other,Stellaria pubera,6-10,3,1,3
Laceshrub. Cutleaf Stephanandra,Other,Stephanandra incisa,6-9,1,0,
Japanese Stewartia,Other,Stewartia pseudocamellia,6-9,1,0,
Chee Grass,Other,Stipa splendens,6-9,0,0,
Water Soldier,Other,Stratiotes aloides,5-9,0,1,0
Wild Cucumber. Claspleaf twistedstalk. Tubercle twistedstalk,Other,Streptopus amplexifolius,4-8,4,2,1
Scootberry. Rosybells,Fruit,Streptopus roseus,4-8,4,2,0
Small twistedstalk,Other,Streptopus streptopoides,3-7,3,0,
Pink fuzzybean. Perennial wild bean,Other,Strophostyles umbellata,4-8,0,0,2
Sidebeak pencilflower,Other,Stylosanthes biflora,4-8,0,0,2
Japanese Storax,Other,Styrax japonica,5-9,2,0,
Devil's Bit Scabious. Devilsbit,Other,Succisa pratensis,4-8,2,2,
Chiretta,Other,Swertia chirayita,5-9,0,3,
Snowberry,Fruit,Symphoricarpos albus laevigatus,5-9,1,2,
Wolfberry. Western snowberry,Fruit,Symphoricarpos occidentalis,4-8,1,1,0
Prickly Comfrey,Other,Symphytum asperum,4-8,3,2,0
Ground Cover Comfrey. Comfrey,Other,Symphytum grandiflorum,5-9,0,0,4
Comfrey. Common comfrey,Other,Symphytum officinale,4-9,3,5,4
White comfrey,Other,Symphytum orientale,4-8,0,0,3
Tuberous comfrey,Other,Symphytum tuberosum,4-8,2,0,
Comfrey,Herbs,Symphytum uplandicum,4-8,3,5,4
Skunk Cabbage,Other,Symplocarpus foetidus,5-9,2,3,
Asiatic Sweetleaf. Sapphire-berry,Fruit,Symplocos paniculata,4-8,1,2,
Hungarian Lilac,Other,Syringa josikaea,6-9,0,0,
Lilac. Common lilac,Other,Syringa vulgaris,4-8,1,1,
Brush Cherry,Other,Syzygium australe,5-9,4,0,3
Yellow pimpernel,Other,Taenidia integerrima,5-9,0,1,2
African Marigold. Aztec marigold. Big Marigold. American Marigold,Other,Tagetes erecta,5-9,3,3,3
French Marigold. Dwarf French Marigold,Other,Tagetes patula,5-9,2,2,4
Lemon Marigold. Striped Mexican Marigold. Signet Marigold,Other,Tagetes tenuifolia,4-8,2,0,3
English Tree,Other,Tamarix anglica,5-9,1,1,
Chinese Tamarisk. Five-stamen tamarisk,Other,Tamarix chinensis,6-9,0,2,0
